"_time","source_subnet","ip_dst","unique_scanners","ports_scanned","total_packets","alert_severity","alert_message"
"2024-08-20T05:00:00.000-0500","79.110.62.0/24","203.161.44.208",4,14,28,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T05:10:00.000-0500","194.26.29.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T05:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T05:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T05:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,12,23,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T05:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T05:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T06:10:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T06:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T06:40:00.000-0500","194.26.29.0/24","203.161.44.208",8,9,17,CRITICAL,"Coordinated botnet scan: 8 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T06:40:00.000-0500","79.124.62.0/24","203.161.44.208",5,12,24,CRITICAL,"Coordinated botnet scan: 5 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:10:00.000-0500","194.26.29.0/24","203.161.44.208",5,8,16,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T07:10:00.000-0500","79.110.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:20:00.000-0500","194.26.29.0/24","203.161.44.208",6,7,14,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T07:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,16,31,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T07:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,13,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:00:00.000-0500","79.110.62.0/24","203.161.44.208",3,17,34,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:10:00.000-0500","79.110.62.0/24","203.161.44.208",4,17,34,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,11,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:30:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,12,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T08:30:00.000-0500","79.124.62.0/24","203.161.44.208",4,9,18,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:50:00.000-0500","79.110.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T08:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:00:00.000-0500","79.110.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:40:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,12,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T09:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T09:50:00.000-0500","194.26.29.0/24","203.161.44.208",7,11,20,CRITICAL,"Coordinated botnet scan: 7 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T09:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T10:00:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T10:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T10:20:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,12,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T10:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T10:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T10:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,13,26,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:00:00.000-0500","79.110.62.0/24","203.161.44.208",4,14,27,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:30:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,9,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T11:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,27,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T11:40:00.000-0500","194.26.29.0/24","203.161.44.208",3,6,10,CRITICAL,"Coordinated botnet scan: 3 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T11:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,15,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:00:00.000-0500","194.26.29.0/24","203.161.44.208",6,6,12,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T12:00:00.000-0500","79.124.62.0/24","203.161.44.208",4,11,22,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:10:00.000-0500","79.110.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:20:00.000-0500","79.124.62.0/24","203.161.44.208",5,12,26,CRITICAL,"Coordinated botnet scan: 5 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:40:00.000-0500","194.26.29.0/24","203.161.44.208",5,8,15,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T12:40:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T12:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:20:00.000-0500","79.124.62.0/24","203.161.44.208",4,10,20,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,20,40,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T13:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,19,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:00:00.000-0500","79.110.62.0/24","203.161.44.208",3,15,30,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:10:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T14:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T14:50:00.000-0500","194.26.29.0/24","203.161.44.208",7,10,19,CRITICAL,"Coordinated botnet scan: 7 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T15:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T15:10:00.000-0500","194.26.29.0/24","203.161.44.208",6,6,11,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T15:10:00.000-0500","79.110.62.0/24","203.161.44.208",4,14,27,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T15:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T15:20:00.000-0500","79.124.62.0/24","203.161.44.208",4,7,14,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T15:40:00.000-0500","79.110.62.0/24","203.161.44.208",3,17,34,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T15:50:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,11,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T16:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,27,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T16:40:00.000-0500","79.110.62.0/24","203.161.44.208",3,22,44,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T16:50:00.000-0500","194.26.29.0/24","203.161.44.208",6,10,20,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T16:50:00.000-0500","79.110.62.0/24","203.161.44.208",3,20,39,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T17:20:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,10,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T17:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T17:30:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T17:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T17:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T17:50:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T17:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T18:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T18:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T18:20:00.000-0500","194.26.29.0/24","203.161.44.208",7,9,18,CRITICAL,"Coordinated botnet scan: 7 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T18:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,13,26,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T18:30:00.000-0500","194.26.29.0/24","203.161.44.208",4,6,11,CRITICAL,"Coordinated botnet scan: 4 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T18:40:00.000-0500","194.26.29.0/24","203.161.44.208",4,7,14,CRITICAL,"Coordinated botnet scan: 4 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T18:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,21,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T18:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T19:10:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,12,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T19:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T19:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T19:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T19:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T19:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,11,21,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,15,29,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:40:00.000-0500","194.26.29.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T20:40:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:50:00.000-0500","194.26.29.0/24","203.161.44.208",5,9,16,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T20:50:00.000-0500","79.110.62.0/24","203.161.44.208",3,11,21,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T20:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,13,26,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:10:00.000-0500","79.110.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:20:00.000-0500","194.26.29.0/24","203.161.44.208",6,7,14,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T21:30:00.000-0500","194.26.29.0/24","203.161.44.208",5,6,11,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T21:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:40:00.000-0500","79.124.62.0/24","203.161.44.208",3,7,14,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:50:00.000-0500","194.26.29.0/24","203.161.44.208",6,6,12,CRITICAL,"Coordinated botnet scan: 6 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T21:50:00.000-0500","79.110.62.0/24","203.161.44.208",3,16,31,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T21:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:00:00.000-0500","79.110.62.0/24","203.161.44.208",4,16,30,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:10:00.000-0500","194.26.29.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T22:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,8,16,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:20:00.000-0500","194.26.29.0/24","203.161.44.208",8,9,17,CRITICAL,"Coordinated botnet scan: 8 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T22:20:00.000-0500","79.110.62.0/24","203.161.44.208",3,14,28,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:20:00.000-0500","79.124.62.0/24","203.161.44.208",3,6,12,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:30:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,13,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T22:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,12,24,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T22:40:00.000-0500","185.242.226.0/24","203.161.44.208",3,6,6,CRITICAL,"Coordinated botnet scan: 3 IPs from 185.242.226.0/24 scanning 203.161.44.208"
"2024-08-20T22:40:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T22:50:00.000-0500","194.26.29.0/24","203.161.44.208",7,8,16,CRITICAL,"Coordinated botnet scan: 7 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T22:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T23:00:00.000-0500","79.124.62.0/24","203.161.44.208",3,11,22,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T23:10:00.000-0500","194.26.29.0/24","203.161.44.208",5,8,16,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T23:10:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T23:30:00.000-0500","79.110.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.110.62.0/24 scanning 203.161.44.208"
"2024-08-20T23:30:00.000-0500","79.124.62.0/24","203.161.44.208",3,10,20,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-20T23:40:00.000-0500","194.26.29.0/24","203.161.44.208",5,7,14,CRITICAL,"Coordinated botnet scan: 5 IPs from 194.26.29.0/24 scanning 203.161.44.208"
"2024-08-20T23:50:00.000-0500","79.124.62.0/24","203.161.44.208",3,9,18,CRITICAL,"Coordinated botnet scan: 3 IPs from 79.124.62.0/24 scanning 203.161.44.208"
"2024-08-21T00:10:00.000-0500","79.124.62.0/24","203.161.44.208",4,13,26,CRITICAL,"Coordinated botnet scan: 4 IPs from 79.124.62.0/24 scanning 203.161.44.208"
